PassengerId,CryoSleep,Age,Transported,CabinNum,Luxuries,EdableLuxuries,Home_Earth,Home_Europa,Home_Mars,CF_A,CF_B,CF_C,CF_D,CF_E,CF_F,CF_G,CF_T,CL_P,CL_S
1353_04,0.0,0.0,True,262.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1355_01,1.0,22.0,True,203.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1356_01,0.0,21.0,False,207.0,849.0,39.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1357_01,1.0,40.0,True,48.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1
1360_01,0.0,25.0,True,100.0,0.0,997.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1362_01,0.0,23.0,False,265.0,121.0,1268.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1365_01,0.0,33.0,False,58.0,3883.0,2381.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1365_02,1.0,20.0,True,58.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1366_01,1.0,40.0,True,206.0,0.0,458.07720329024676,1,0,0,0,0,0,0,0,0,1,0,1,0
1368_01,1.0,27.0,False,208.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1370_01,0.0,21.0,False,102.0,968.0,23.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1371_01,0.0,25.0,False,44.0,591.0,466.0,0,0,1,0,0,0,1,0,0,0,0,1,0
1375_01,0.0,2.0,False,208.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1375_02,0.0,19.0,False,267.0,0.0,949.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1376_01,1.0,41.0,False,211.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1377_01,0.0,43.0,True,52.0,186.0,3338.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1378_01,0.0,19.0,False,212.0,556.1387779083432,591.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1378_02,0.0,22.0,True,275.0,1004.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1379_01,0.0,16.0,False,268.0,773.0,30.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1380_01,0.0,42.0,False,53.0,6339.0,21.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1381_01,1.0,20.0,True,209.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1382_01,0.0,35.0,False,104.0,55.0,1554.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1383_01,1.0,53.0,True,49.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1384_01,0.0,17.0,False,105.0,286.0,690.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1384_02,1.0,6.0,False,210.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1384_03,0.0,22.0,True,269.0,368.0,442.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1384_04,0.0,41.0,True,269.0,426.0,377.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1384_05,0.0,19.0,True,105.0,189.0,510.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1385_01,0.0,39.0,False,213.0,705.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1386_01,1.0,23.0,True,214.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1387_01,0.0,31.0,False,85.0,1088.0,280.0,0,0,1,0,0,0,0,1,0,0,0,1,0
1389_01,1.0,38.0,True,212.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1390_01,1.0,1.0,True,215.0,0.0,173.72916912197996,1,0,0,0,0,0,0,0,0,1,0,1,0
1391_01,1.0,13.0,True,276.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1391_02,0.0,21.0,False,276.0,1088.0,125.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1391_03,0.0,44.0,False,276.0,836.0,212.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1393_01,0.0,36.0,False,270.0,2046.0,212.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1393_02,0.0,19.0,False,270.0,2375.0,224.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1395_01,0.0,7.0,True,214.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1397_01,0.0,39.0,False,271.0,875.0,190.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1398_01,0.0,28.0,True,216.0,46.0,842.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1399_01,0.0,28.0,False,272.0,620.0,529.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1400_01,1.0,14.0,True,217.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1401_01,0.0,18.0,False,218.0,211.0,599.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1402_01,1.0,23.0,True,215.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1402_02,1.0,33.0,True,215.0,0.0,173.72916912197996,1,0,0,0,0,0,0,0,0,1,0,0,1
1403_01,0.0,18.0,False,86.0,1967.1387779083432,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0
1404_01,0.0,47.0,False,60.0,3550.0,762.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1404_02,0.0,42.0,False,600.3676712973864,4183.0,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1406_01,0.0,17.0,False,106.0,36.0,1013.0,0,0,1,0,0,0,0,1,0,0,0,0,1
1407_01,0.0,21.0,False,278.0,745.0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1407_02,0.0,17.0,True,278.0,409.0,225.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1408_01,0.0,26.0,False,216.0,4.0,770.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1410_01,0.0,23.0,False,279.0,122.0,1463.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1412_01,0.0,15.0,False,217.0,832.0,173.72916912197996,1,0,0,0,0,0,0,0,0,1,0,0,1
1413_01,1.0,18.0,False,218.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1414_01,0.0,65.0,False,280.0,2175.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1415_01,0.0,33.0,True,45.0,62.0,2469.077203290247,0,1,0,0,0,0,1,0,0,0,0,1,0
1416_01,1.0,27.0,False,219.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1417_01,0.0,41.0,False,54.0,4878.0,184.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1419_01,0.0,42.0,False,273.0,1381.0,1243.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1420_01,1.0,28.82793046746535,False,108.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1
1421_01,0.0,37.0,False,274.0,1174.0,6326.72916912198,0,0,1,0,0,0,0,0,1,0,0,0,1
1421_02,0.0,17.0,False,274.0,896.0,243.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1423_01,1.0,24.0,True,61.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1423_02,1.0,39.0,True,61.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1423_03,1.0,59.0,True,61.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1424_01,1.0,32.0,True,47.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1424_02,0.0,29.0,False,47.0,4767.0,2147.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1424_03,0.0,8.0,True,47.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1424_04,0.0,28.0,True,47.0,692.0,4380.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1424_05,1.0,35.0,True,47.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1425_01,0.0,24.0,False,282.0,827.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1425_02,1.0,1.0,True,220.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1425_03,1.0,4.0,True,220.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1426_01,1.0,28.0,True,46.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1427_01,1.0,46.0,True,275.0,0.0,173.72916912197996,0,0,1,0,0,0,0,0,1,0,0,0,1
1427_02,0.0,67.0,False,275.0,695.0,1721.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1428_01,0.0,44.0,False,109.0,460.0,328.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1430_01,0.0,14.0,False,283.0,369.0,2116.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1431_01,0.0,23.0,True,221.0,965.0,4.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1433_01,1.0,51.0,False,219.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1434_01,0.0,20.0,False,222.0,437.8547912992357,589.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1434_02,0.0,0.0,True,600.3676712973864,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1434_03,1.0,0.0,False,222.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1435_01,0.0,23.0,False,223.0,659.0,46.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1438_01,0.0,24.0,False,89.0,567.0,224.0,1,0,0,0,0,0,0,1,0,0,0,1,0
1439_01,0.0,41.0,False,279.0,872.0,414.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1439_02,0.0,30.0,False,52.0,1164.1387779083432,109.0,0,0,1,0,0,0,1,0,0,0,0,0,1
1440_01,0.0,27.0,False,280.0,660.0,1865.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1442_01,1.0,13.0,True,220.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1443_01,1.0,16.0,True,225.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1444_01,0.0,30.0,True,55.0,963.0,1248.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1445_01,0.0,8.0,True,221.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1447_01,0.0,59.0,False,227.0,755.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1450_01,1.0,43.0,True,53.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1450_02,0.0,30.0,False,53.0,5579.0,138.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1451_01,0.0,46.0,False,56.0,5895.0,484.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1451_02,1.0,39.0,True,56.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1452_01,0.0,21.0,False,53.0,3415.0,261.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1452_02,1.0,70.0,True,600.3676712973864,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1452_03,0.0,34.0,False,53.0,1513.0,1646.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1452_04,0.0,33.0,False,53.0,6261.0,774.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1452_05,1.0,44.0,True,53.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1453_01,0.0,16.0,False,229.0,3409.0,2870.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1453_02,0.0,63.0,True,229.0,8.0,801.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1454_01,0.0,37.0,False,54.0,4132.0,13576.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1455_01,1.0,29.0,True,62.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1455_02,0.0,29.0,True,62.0,714.0,2509.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1455_03,1.0,22.0,True,62.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1455_04,0.0,26.0,True,62.0,514.0,2652.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1455_05,0.0,76.0,False,62.0,16924.0,3154.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1457_01,0.0,61.0,False,110.0,4422.0,371.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1458_01,0.0,46.0,False,223.0,323.0,2020.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1460_01,0.0,19.0,True,285.0,224.687617481203,1292.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1460_02,1.0,13.0,True,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1461_01,1.0,28.82793046746535,False,224.0,0.0,458.07720329024676,1,0,0,0,0,0,0,0,0,1,0,0,1
1462_01,1.0,30.0,True,231.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1463_01,0.0,23.0,False,282.0,202.0,487.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1465_01,0.0,63.0,False,233.0,604.0,287.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1467_01,0.0,21.0,False,111.0,981.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1474_01,1.0,32.0,True,287.0,311.1387779083431,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1478_01,0.0,33.0,False,289.0,2789.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1478_02,0.0,39.0,False,289.0,925.687617481203,752.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1479_01,1.0,49.0,True,290.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1481_01,0.0,27.0,False,91.0,555.0,744.0,0,0,1,0,0,0,0,1,0,0,0,1,0
1484_01,0.0,16.0,False,93.0,92.0,885.0,1,0,0,0,0,0,0,1,0,0,0,1,0
1485_01,1.0,38.0,True,291.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1488_01,1.0,42.0,True,94.0,304.8547912992357,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0
1489_01,0.0,19.0,False,229.0,888.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1490_01,0.0,26.0,False,47.0,4302.854791299235,304.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1491_01,0.0,32.0,True,240.0,825.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1491_02,0.0,56.0,False,292.0,708.0,51.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1491_03,0.0,0.0,True,240.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1493_01,0.0,38.0,False,285.0,748.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1498_01,0.0,30.0,False,295.0,153.0,668.72916912198,1,0,0,0,0,0,0,0,1,0,0,1,0
1499_01,0.0,21.0,False,287.0,1068.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1500_01,0.0,11.0,False,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_02,0.0,3.0,False,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_03,0.0,17.0,True,230.0,55.0,968.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_04,0.0,35.0,True,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_05,0.0,17.0,False,288.0,695.0,184.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1500_06,1.0,0.0,True,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_07,1.0,46.0,True,230.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1501_01,0.0,63.0,False,243.0,594.0,216.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1503_01,0.0,35.0,False,48.0,1891.0,497.0,0,0,1,0,0,0,1,0,0,0,0,1,0
1503_02,0.0,61.0,False,48.0,1114.0,68.0,0,0,1,0,0,0,1,0,0,0,0,1,0
1506_01,0.0,19.0,True,298.0,9.0,639.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1507_01,0.0,43.0,True,289.0,2.0,1217.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1507_02,0.0,14.0,False,289.0,420.0,684.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1507_03,0.0,78.0,False,231.0,445.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1507_04,0.0,21.0,False,289.0,709.1387779083432,490.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1509_01,0.0,32.0,False,95.0,1240.0,58.0,0,0,1,0,0,0,0,1,0,0,0,1,0
1510_01,0.0,31.0,False,291.0,1226.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1511_01,0.0,40.0,True,63.0,1619.0,458.07720329024676,0,1,0,0,1,0,0,0,0,0,0,0,1
1511_02,1.0,13.0,True,63.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1511_03,0.0,36.0,False,63.0,1993.0,2345.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1511_04,0.0,31.0,False,63.0,6497.0,2121.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1515_01,0.0,18.0,False,293.0,765.0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1520_01,1.0,40.0,True,235.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1521_01,1.0,28.0,True,295.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1523_01,1.0,41.0,True,64.0,0.0,458.07720329024676,0,1,0,0,1,0,0,0,0,0,0,0,1
1523_02,1.0,35.0,True,64.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1524_01,1.0,14.0,True,236.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1525_01,0.0,20.0,True,299.0,539.0,1307.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1526_01,0.0,23.0,False,300.0,779.0,460.07720329024676,1,0,0,0,0,0,0,0,1,0,0,1,0
1527_01,1.0,22.0,True,49.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1527_02,0.0,25.0,True,49.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0
1528_01,0.0,18.0,True,50.0,3994.0,2033.0,0,0,1,0,0,0,1,0,0,0,0,1,0
1529_01,0.0,25.0,True,16.0,327.0,7069.0,0,1,0,1,0,0,0,0,0,0,0,0,1
1529_02,0.0,30.0,True,16.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1
1531_01,0.0,46.0,False,237.0,277.0,533.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1532_01,0.0,27.0,False,65.0,11379.0,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1533_01,0.0,53.0,False,244.0,1016.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1536_01,1.0,21.0,True,297.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1539_01,0.0,32.0,True,17.0,80.0,3782.0,0,1,0,1,0,0,0,0,0,0,0,0,1
1540_01,0.0,32.0,False,55.0,3555.0,470.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1540_02,0.0,33.0,True,55.0,553.0,7161.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1540_03,0.0,26.0,False,55.0,3718.0,170.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1541_01,0.0,47.0,True,298.0,732.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1542_01,0.0,13.0,False,299.0,7192.0,157.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1543_01,1.0,34.0,True,56.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1544_01,0.0,21.0,False,245.0,809.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1545_01,0.0,20.0,True,600.3676712973864,796.0,629.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1547_01,0.0,21.0,False,301.0,195.0,661.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1548_01,1.0,51.0,True,50.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1548_02,1.0,18.0,True,50.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1550_01,0.0,26.0,False,58.0,4073.0,230.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1550_02,0.0,53.0,False,600.3676712973864,5257.0,2376.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1551_01,0.0,30.0,True,96.0,1460.0,1419.0,0,1,0,0,0,0,0,1,0,0,0,1,0
1552_01,1.0,37.0,False,240.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1555_01,0.0,45.0,False,18.0,2987.0,1389.0,0,1,0,1,0,0,0,0,0,0,0,0,1
1558_01,0.0,62.0,False,247.0,878.0,15.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1560_01,0.0,38.0,False,242.0,837.0,46.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1561_01,0.0,24.0,False,305.0,2152.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1562_01,0.0,18.0,False,306.0,443.0,332.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1564_01,1.0,23.0,False,303.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1
1565_01,0.0,16.0,False,304.0,766.0,1519.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1567_01,1.0,37.0,True,53.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1568_01,0.0,22.0,False,600.3676712973864,1027.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1568_02,1.0,18.0,True,248.0,0.0,173.72916912197996,1,0,0,0,0,0,0,0,0,1,0,1,0
1569_01,1.0,25.0,True,308.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1572_01,0.0,26.0,False,249.0,758.0,28.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1572_02,0.0,25.0,False,309.0,727.0,146.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1573_01,0.0,55.0,False,56.0,1100.0,82.0,0,0,1,0,0,0,1,0,0,0,0,0,1
1576_01,0.0,28.0,False,97.0,657.0,372.0,0,0,1,0,0,0,0,1,0,0,0,1,0
1577_01,0.0,23.0,True,310.0,0.0,342.72916912197996,1,0,0,0,0,0,0,0,1,0,0,1,0
1578_01,0.0,22.0,False,98.0,959.0,24.0,1,0,0,0,0,0,0,1,0,0,0,1,0
1579_01,0.0,26.0,True,311.0,334.0,1819.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1580_01,0.0,13.0,False,246.0,714.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1580_02,0.0,18.0,False,246.0,852.0,36.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1581_01,1.0,38.0,True,312.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1581_02,1.0,28.0,True,600.3676712973864,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1584_01,0.0,57.0,False,314.0,804.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1584_02,1.0,0.0,False,251.0,224.687617481203,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1585_01,1.0,18.0,True,252.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1588_01,1.0,25.0,True,99.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0
1588_02,0.0,35.0,True,99.0,724.0,17394.0,0,1,0,0,0,0,0,1,0,0,0,1,0
1590_01,0.0,37.0,True,57.0,19.0,1338.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1590_02,0.0,33.0,False,57.0,2472.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,1
1592_01,0.0,35.0,True,60.0,966.0,3621.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1592_02,0.0,47.0,True,60.0,212.0,3614.0,0,1,0,0,0,1,0,0,0,0,0,0,1
1593_01,0.0,23.0,False,114.0,737.0,51.0,1,0,0,0,0,0,0,1,0,0,0,0,1
1594_01,0.0,28.82793046746535,True,253.0,925.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1595_01,0.0,27.0,True,57.0,347.1387779083431,4342.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1596_01,1.0,23.0,True,54.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0
1597_01,1.0,31.0,True,254.0,304.8547912992357,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1599_01,1.0,19.0,True,58.0,0.0,173.72916912197996,0,1,0,0,0,1,0,0,0,0,0,1,0
1599_02,1.0,53.0,True,58.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1601_01,0.0,37.0,False,255.0,769.0,5.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1602_01,0.0,18.0,False,307.0,2736.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1603_01,0.0,42.0,False,317.0,119.0,594.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1603_02,1.0,7.0,True,256.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1603_03,0.0,7.0,True,256.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1604_01,0.0,24.0,False,257.0,779.0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1606_01,0.0,20.0,True,116.0,1470.0,817.0,0,1,0,0,0,0,0,1,0,0,0,0,1
1608_01,0.0,24.0,False,319.0,1160.0,991.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1611_01,0.0,42.0,True,248.0,44.0,865.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1612_01,0.0,49.0,True,101.0,343.0,3750.0,0,1,0,0,0,0,0,1,0,0,0,1,0
1612_02,1.0,47.0,True,101.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0
1613_01,0.0,16.0,False,600.3676712973864,867.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1614_01,0.0,26.0,False,321.0,467.0,965.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1615_01,0.0,24.0,False,322.0,685.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1615_02,1.0,38.0,True,259.0,0.0,173.72916912197996,1,0,0,0,0,0,0,0,0,1,0,1,0
1615_03,0.0,0.0,True,259.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0
1617_01,0.0,37.0,False,53.0,810.0,1594.0,0,0,1,0,0,0,1,0,0,0,0,1,0
1619_01,1.0,39.0,True,249.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1621_01,0.0,25.0,True,308.0,800.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1621_02,0.0,25.0,False,308.0,513.0,170.0,1,0,0,0,0,0,0,0,1,0,0,0,1
1622_01,1.0,35.0,True,323.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0
1624_01,1.0,0.0,True,250.0,311.1387779083431,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1624_02,0.0,46.0,True,250.0,612.0,62.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1624_03,0.0,4.0,True,250.0,304.8547912992357,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1
1625_01,1.0,19.0,True,59.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1625_02,0.0,29.0,False,59.0,2211.0,930.0,0,1,0,0,0,1,0,0,0,0,0,1,0
1626_01,0.0,19.0,False,324.0,225.687617481203,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0
1628_01,1.0,47.0,True,71.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
